Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km)
PORSCHE,911 CARRERA GTS,MINICOMPACT,3,6,AM7,Z,11.5,9.1,10.4
PORSCHE,911 CARRERA GTS,MINICOMPACT,3,6,M7,Z,13,8.9,11.1
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3,6,AM7,Z,11.8,9.2,10.6
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3,6,M7,Z,12.7,9,11
PORSCHE,911 CARRERA S,MINICOMPACT,3,6,AM7,Z,10.8,8.3,9.7
PORSCHE,911 CARRERA S,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3,6,AM7,Z,10.8,8.4,9.7
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4
PORSCHE,911 CARRERA 4,MINICOMPACT,3,6,AM7,Z,10.7,8.3,9.6
PORSCHE,911 CARRERA 4,MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3,6,AM7,Z,11,8.4,9.8
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3,6,AM7,Z,11.8,9.2,10.6
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3,6,M7,Z,12.8,8.9,11
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3,6,AM7,Z,11.9,9.3,10.7
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3,6,M7,Z,12.9,9.1,11.1
PORSCHE,911 CARRERA 4S,MINICOMPACT,3,6,AM7,Z,11,8.5,9.9
PORSCHE,911 CARRERA 4S,MINICOMPACT,3,6,M7,Z,12.1,8.4,10.4
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,AM7,Z,10.9,8.5,9.9
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5
PORSCHE,911 GT3,TWO-SEATER,4,6,AM7,Z,15.8,11.6,13.9
PORSCHE,911 GT3,TWO-SEATER,4,6,M6,Z,18,11.5,15.1
PORSCHE,911 TARGA 4,MINICOMPACT,3,6,AM7,Z,10.9,8.4,9.8
PORSCHE,911 TARGA 4,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5
PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3,6,AM7,Z,12.1,9.2,10.8
PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3,6,M7,Z,13.2,9.2,11.4
PORSCHE,911 TARGA 4S,MINICOMPACT,3,6,AM7,Z,11.1,8.6,10
PORSCHE,911 TARGA 4S,MINICOMPACT,3,6,M7,Z,12.2,8.5,10.5
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4
PORSCHE,911 TURBO S EXCLUSIVE,MINICOMPACT,3.8,6,AM7,Z,13.8,10.3,12.3
PORSCHE,BOXSTER,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4
PORSCHE,BOXSTER,TWO-SEATER,2,4,M6,Z,11,8.3,9.8
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11,8.4,9.9
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,M6,Z,12.1,9,10.7
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,12.9,9.7,11.5
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.5,10.4,12.6
PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,13.9,9.6,12
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.3
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.3
PORSCHE,CAYMAN,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4
PORSCHE,CAYMAN,TWO-SEATER,2,4,M6,Z,11,8.3,9.8
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,AM7,Z,11,8.4,9.9
PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,M6,Z,12.1,9,10.7
PORSCHE,MACAN,SUV - SMALL,2,4,A7,Z,11.6,9.3,10.6
PORSCHE,MACAN GTS,SUV - SMALL,3,6,A7,Z,13.8,10.3,12.3
PORSCHE,MACAN S,SUV - SMALL,3,6,A7,Z,13.7,10.3,12.2
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3
PORSCHE,MACAN TURBO KIT,SUV - SMALL,3.6,6,A7,Z,14.1,10.1,12.3
PORSCHE,PANAMERA,FULL-SIZE,3,6,AM8,Z,11,8.3,9.8
PORSCHE,PANAMERA 4,FULL-SIZE,3,6,AM8,Z,11.3,8.6,10.1
PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3,6,AM8,Z,11.3,8.6,10.1
PORSCHE,PANAMERA 4 ST,FULL-SIZE,3,6,AM8,Z,11.5,9,10.4
PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1
PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6,AM8,Z,12.1,9,10.7
PORSCHE,PANAMERA TURBO,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4,8,AM8,Z,12.8,9.2,11.2
PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4,8,AM8,Z,13.4,10.1,11.9
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17,12,14.8
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11,13.6
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.8,8.6,10.4
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.3,8.8,10.8
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.3,13,17
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13,17
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20,12.4,16.6
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20,12.4,16.6
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.7,7.2,8.6
SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,11.2,8.1,9.8
SUBARU,BRZ tS,MINICOMPACT,2,4,M6,Z,11.6,8.6,10.2
SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,AV7,X,8.8,7.2,8.1
SUBARU,CROSSTREK AWD,SUV - SMALL,2,4,M6,X,10.5,8.1,9.4
SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV8,Z,10.2,8.6,9.5
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,AV7,X,8.3,6.4,7.5
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2,4,M5,X,10,7.5,8.9
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,AV7,X,8.4,6.5,7.5
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,M5,X,10.1,7.7,9
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,X,9.3,7,8.3
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12,8.7,10.5
SUBARU,WRX AWD,COMPACT,2,4,AV8,Z,12.6,9.6,11.2
SUBARU,WRX AWD,COMPACT,2,4,M6,Z,11.3,8.5,10
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.1,10.5,12.5
SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Z,14.3,10.9,12.8
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.9,13.2
TOYOTA,86,MINICOMPACT,2,4,AS6,Z,9.9,7.3,8.7
TOYOTA,86,MINICOMPACT,2,4,M6,Z,11.3,8.3,9.9
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9
TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6,7.3
TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.1,7.4
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5,5.1
TOYOTA,C-HR,COMPACT,2,4,AV7,X,8.7,7.5,8.2
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8,6.3,7.2
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5
TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9,10.6
TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12,8.9,10.6
TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6,5.8
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.8,9
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.3,9.5
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.8,7.3
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10,11.4
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18,14.2,16.3
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.8,6,6.8
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.9,6.8,7.4
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.8,6.5,7.2
VOLKSWAGEN,ATLAS,SUV - SMALL,2,4,AS8,X,10.8,8.9,10
VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1
VOLKSWAGEN,BEETLE,COMPACT,2,4,AS6,X,9,7.2,8.2
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9,7.2,8.2
VOLKSWAGEN,BEETLE DUNE,COMPACT,2,4,AS6,X,9.1,6.9,8.1
VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2,4,AS6,X,9.1,6.9,8.1
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.9,8.2
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,X,9.6,7.3,8.6
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.6,7.2,8.5
VOLKSWAGEN,GOLF R,COMPACT,2,4,AM7,Z,10.6,8,9.4
VOLKSWAGEN,GOLF R,COMPACT,2,4,M6,Z,11.1,8.1,9.8
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8,9.4
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,9.6,7.2,8.5
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,9.4,6.9,8.2
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3
VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,X,9.3,6.5,8.1
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,12.2,8.5,10.6
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,AS8,X,10.6,8.7,9.8
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,AS8,X,11.3,8.8,10.2
VOLVO,S60 T5 AWD,COMPACT,2,4,AS8,X,11,8.1,9.7
VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,10.9,7.7,9.4
VOLVO,S60 POLESTAR,COMPACT,2,4,AS8,Z,11.8,8.5,10.3
VOLVO,S60 CC T5 AWD,COMPACT,2,4,AS8,X,10.8,7.8,9.4
VOLVO,S90 T5 AWD,MID-SIZE,2,4,AS8,Z,10.1,7.4,8.8
VOLVO,S90 T6 AWD,MID-SIZE,2,4,AS8,Z,10.6,7.6,9.3
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,11,8.1,9.7
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2,4,AS8,Z,10.9,7.7,9.4
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,2,4,AS8,Z,11.8,8.5,10.3
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2,4,AS8,X,10.8,7.8,9.4
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.6,7.6,9.3
VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.4,7.7,9.2
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,AS8,Z,10.9,8,9.6
VOLVO,XC60 T5 AWD,SUV - SMALL,2,4,AS8,Z,10.7,8.5,9.8
VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.4,8.7,10.2
VOLVO,XC90 T5 AWD,SUV - STANDARD,2,4,AS8,Z,10.9,8.3,9.7
VOLVO,XC90 T6 AWD,SUV - STANDARD,2,4,AS8,Z,11.5,8.8,10.3
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7,8.6
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.2,9,10.8
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Z,12.2,9.5,11
ACURA,MDX Hybrid AWD,SUV - SMALL,3,6,AM7,Z,9.1,9,9
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11
ACURA,RDX AWD,SUV - SMALL,2,4,AS10,Z,11,8.6,9.9
ACURA,RDX AWD A-SPEC,SUV - SMALL,2,4,AS10,Z,11.3,9.1,10.3
ACURA,RLX Hybrid,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4
ACURA,TLX,COMPACT,2.4,4,AM8,Z,10,7.1,8.7
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8
ACURA,TLX SH-AWD A-SPEC,COMPACT,3.5,6,AS9,Z,12,8.2,10.3
ALFA ROMEO,4C Coupe,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4
ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4
ALFA ROMEO,Giulia,MID-SIZE,2,4,A8,Z,10,7.2,8.7
ALFA ROMEO,Giulia AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,9.2
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9
ALFA ROMEO,Stelvio,SUV - SMALL,2,4,A8,Z,10.3,8.1,9.3
ALFA ROMEO,Stelvio AWD,SUV - SMALL,2,4,A8,Z,10.8,8.3,9.6
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4
ASTON MARTIN,DB11 V8,MINICOMPACT,4,8,A8,Z,13,9.8,11.5
ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Z,15.5,10.6,13.3
ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8
ASTON MARTIN,Rapide AMR,SUBCOMPACT,6,12,A8,Z,16.7,10.9,14.1
ASTON MARTIN,Vanquish Zagato,MINICOMPACT,6,12,A8,Z,17.5,11.4,14.7
ASTON MARTIN,Vantage V8,TWO-SEATER,4,8,A8,Z,12.7,9.4,11.2
AUDI,A3,SUBCOMPACT,2,4,AM7,X,9.1,6.8,8.1
AUDI,A3 quattro,SUBCOMPACT,2,4,AM7,X,10.9,7.9,9.6
AUDI,A3 Cabriolet quattro,SUBCOMPACT,2,4,AM7,X,10.7,7.9,9.5
AUDI,A4,COMPACT,2,4,AM7,Z,8.6,6.9,7.8
AUDI,A4 quattro,COMPACT,2,4,AM7,Z,10,7,8.7
AUDI,A4 allroad quattro,STATION WAGON - SMALL,2,4,AM7,Z,10.7,8,9.5
AUDI,A5 quattro,SUBCOMPACT,2,4,AM7,Z,10,7,8.7
AUDI,A5 Cabriolet quattro,SUBCOMPACT,2,4,AM7,Z,10,7,8.7
AUDI,A5 Sportback quattro,MID-SIZE,2,4,AM7,Z,10,7,8.7
AUDI,A6 quattro,MID-SIZE,3,6,AM7,Z,10.7,8.2,9.6
AUDI,A7 quattro,MID-SIZE,3,6,AM7,Z,10.7,8.2,9.6
AUDI,A8L,FULL-SIZE,3,6,AS8,Z,12.5,8.6,10.8
AUDI,Q3 quattro,SUV - SMALL,2,4,AS8,X,12.3,8.6,10.6
AUDI,Q5,SUV - SMALL,2,4,AM7,Z,10.9,8.7,9.9
AUDI,Q7,SUV - STANDARD,2,4,AS8,Z,12.2,9.5,11
AUDI,Q7,SUV - STANDARD,3,6,AS8,Z,12.6,9.4,11.1
AUDI,Q8,SUV - STANDARD,3,6,AS8,Z,14,10.7,12.5
AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.4,8.4,10.6
AUDI,RS 5 Coupe,SUBCOMPACT,2.9,6,AS8,Z,13.3,8.7,11.3
AUDI,RS 5 Sportback,MID-SIZE,2.9,6,AS8,Z,13.5,9,11.5
AUDI,S3,SUBCOMPACT,2,4,AM7,Z,10.7,8,9.5
AUDI,S4,COMPACT,3,6,AS8,Z,11.3,8,9.8
AUDI,S5,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8
AUDI,S5 Cabriolet,SUBCOMPACT,3,6,AS8,Z,11.4,8.2,9.9
AUDI,S5 Sportback,MID-SIZE,3,6,AS8,Z,11.3,8,9.8
AUDI,SQ5,SUV - SMALL,3,6,AS8,Z,12.7,10,11.5
AUDI,TT Coupe quattro,SUBCOMPACT,2,4,AM7,X,10.3,7.7,9.2
AUDI,TT Roadster quattro,TWO-SEATER,2,4,AM7,X,10.3,7.7,9.2
AUDI,TT RS Coupe,SUBCOMPACT,2.5,5,AM7,Z,12,8.3,10.3
AUDI,TTS Coupe,SUBCOMPACT,2,4,AM7,Z,10.4,8.2,9.4
BENTLEY,Bentayga,SUV - STANDARD,4,8,AS8,Z,16.4,10.1,13.6
BENTLEY,Mulsanne,MID-SIZE,6.8,8,AS8,Z,24.5,14.4,20
BMW,230i xDrive Cabriolet,SUBCOMPACT,2,4,AS8,Z,10.2,7.2,8.8
BMW,230i xDrive Coupe,SUBCOMPACT,2,4,AS8,Z,9.9,7.1,8.6
BMW,330i xDrive,COMPACT,2,4,AS8,Z,9.5,6.9,8.3
BMW,330i xDrive Gran Turismo,FULL-SIZE,2,4,AS8,Z,10.2,7.2,8.8
BMW,330i xDrive Touring,STATION WAGON - SMALL,2,4,AS8,Z,10.2,7.2,8.8
BMW,430i xDrive Cabriolet,SUBCOMPACT,2,4,AS8,Z,10.6,7.3,9.1
BMW,430i xDrive Coupe,COMPACT,2,4,AS8,Z,10.2,7.2,8.8
BMW,430i xDrive Gran Coupe,COMPACT,2,4,AS8,Z,10.2,7.2,8.8
BMW,440i Coupe,COMPACT,3,6,AS8,Z,11.2,7.3,9.4
BMW,440i Coupe,COMPACT,3,6,M6,Z,12.8,8.8,11
BMW,440i xDrive Cabriolet,SUBCOMPACT,3,6,AS8,Z,11.8,7.9,10
BMW,440i xDrive Coupe,COMPACT,3,6,AS8,Z,11.4,7.6,9.7
BMW,440i xDrive Coupe,COMPACT,3,6,M6,Z,13,8.5,11
BMW,440i xDrive Gran Coupe,COMPACT,3,6,AS8,Z,11.4,7.6,9.7
BMW,530i xDrive,MID-SIZE,2,4,AS8,Z,10.2,7.2,8.8
BMW,540i xDrive,MID-SIZE,3,6,AS8,Z,11.2,8.1,9.8
BMW,640i xDrive Gran Coupe,COMPACT,3,6,AS8,Z,12.3,8.4,10.5
BMW,640i xDrive Gran Turismo,FULL-SIZE,3,6,AS8,Z,11.9,8.4,10.3
BMW,650i xDrive Gran Coupe,COMPACT,4.4,8,AS8,Z,14,9.6,12
BMW,750i xDrive,FULL-SIZE,4.4,8,AS8,Z,13.3,9.2,11.5
BMW,750Li xDrive,FULL-SIZE,4.4,8,AS8,Z,14,9.6,12
BMW,Alpina B6 xDrive Gran Coupe,COMPACT,4.4,8,AS8,Z,14,9.6,12
BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14,9.6,12
BMW,M2 Competition,SUBCOMPACT,3,6,AM7,Z,14.3,10.4,12.6
BMW,M2 Competition,SUBCOMPACT,3,6,M6,Z,13.4,9.6,11.7
BMW,M240i Cabriolet,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7
BMW,M240i Cabriolet,SUBCOMPACT,3,6,M6,Z,12.8,8.8,11
BMW,M240i Coupe,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7
BMW,M240i Coupe,SUBCOMPACT,3,6,M6,Z,12.8,8.8,11
BMW,M240i Coupe M Performance,SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7
BMW,M240i Coupe M Performance,SUBCOMPACT,3,6,M6,Z,12.8,8.8,11
BMW,M240i xDrive Cabriolet,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8
BMW,M240i xDrive Coupe,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8
BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3,6,AS8,Z,11.3,8,9.8
BMW,M4 Cabriolet,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7
BMW,M4 Cabriolet,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9
BMW,M4 Cabriolet Competition,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7
BMW,M4 Cabriolet Competition,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9
